DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2020
"Município infecção";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"355150 SERRANA";-;1;-;-;1;1;1;3;1;1;2;1;1;4;2;2;2;2;1;1;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"355160 SERRA NEGRA";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355170 SERTAOZINHO";-;81;92;124;213;243;254;221;193;178;143;91;50;57;53;53;53;49;27;24;26;5;2;5;-;-;3;3;1;5;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;1;16;-;2273
"355180 SETE BARRAS";-;11;44;118;47;21;10;12;4;3;4;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;278
"355190 SEVERINIA";-;-;-;-;-;4;1;1;1;3;3;2;-;2;-;1;1;2;-;1;3;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"355200 SILVEIRAS";-;-;-;-;1;1;-;1;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355210 SOCORRO";-;-;3;-;-;1;-;-;-;2;1;5;1;1;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;20
"355220 SOROCABA";-;5;10;27;51;52;72;134;118;123;131;149;94;113;109;99;113;73;65;70;51;33;23;13;10;12;6;5;5;4;1;1;-;-;1;-;-;2;1;2;1;1;2;-;2;2;2;-;-;-;-;-;1;-;1789
"355230 SUD MENNUCCI";-;-;-;-;2;4;3;5;-;4;3;7;7;5;6;4;10;8;7;8;10;1;4;2;5;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;112
"355240 SUMARE";-;12;13;22;17;23;24;27;28;49;37;22;17;31;25;34;24;21;25;12;18;10;10;8;6;6;4;4;8;1;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;3;-;546
"355250 SUZANO";-;1;1;-;-;-;-;3;1;3;3;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;19
"355255 SUZANAPOLIS";-;-;-;-;-;-;-;2;-;3;2;-;1;1;1;1;-;1;2;3;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"355260 TABAPUA";-;1;1;5;10;13;22;14;8;18;9;16;9;14;15;11;7;15;7;7;4;3;2;1;-;2;1;-;1;2;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;4;3;1;3;4;238
"355270 TABATINGA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"355280 TABOAO DA SERRA";-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355290 TACIBA";-;-;-;-;-;-;-;-;1;1;1;1;-;1;2;4;-;-;3;2;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"355300 TAGUAI";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"355310 TAIACU";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355320 TAIUVA";-;-;-;-;-;-;-;1;2;4;1;3;6;4;5;2;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"355330 TAMBAU";-;-;1;4;8;10;15;16;12;24;37;29;37;48;45;51;48;47;29;25;11;4;7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;512
"355340 TANABI";-;2;3;5;6;14;18;32;26;36;30;31;18;25;42;21;33;23;37;34;20;11;5;4;8;3;6;3;5;1;-;1;1;-;-;-;-;2;1;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;511
"355360 TAPIRATIBA";-;-;-;-;1;5;2;5;9;10;8;11;8;1;8;15;24;16;11;10;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;150
"355365 TAQUARAL";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355370 TAQUARITINGA";-;3;10;17;30;33;27;33;18;21;8;2;3;10;11;8;10;13;12;8;14;4;9;1;3;8;2;2;1;1;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;2;-;330
"355380 TAQUARITUBA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355390 TARABAI";-;-;-;1;-;3;18;13;24;33;24;24;19;24;27;13;13;14;14;13;6;4;2;1;2;5;1;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;306
"355395 TARUMA";-;-;-;-;1;1;5;4;4;6;7;3;10;7;6;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
"355400 TATUI";-;-;-;-;2;1;-;2;-;3;2;2;-;5;6;15;23;17;32;34;15;20;12;4;8;5;4;4;11;20;7;6;7;9;11;4;-;4;2;-;5;3;2;-;1;1;1;3;1;-;-;1;2;1;318
"355410 TAUBATE";-;7;7;25;38;42;69;115;105;127;159;133;113;146;130;126;178;124;128;93;78;46;42;19;19;24;15;15;8;2;5;1;2;5;2;2;3;-;3;4;1;3;2;1;-;-;1;1;3;1;5;1;5;1;2185
"355430 TEODORO SAMPAIO";-;1;2;4;13;15;33;23;31;29;49;30;16;17;19;9;9;7;6;2;-;4;-;2;-;2;-;-;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;330
"355440 TERRA ROXA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355450 TIETE";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"355465 TORRE DE PEDRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355470 TORRINHA";-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355475 TRABIJU";-;3;2;5;6;14;13;20;10;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"355480 TREMEMBE";-;1;-;-;-;1;-;2;6;8;9;19;17;16;12;19;23;11;16;7;10;13;11;6;-;5;4;3;1;2;2;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;228
"355490 TRES FRONTEIRAS";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355495 TUIUTI";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355500 TUPA";-;4;11;12;18;16;37;50;39;45;57;41;51;37;27;28;31;28;29;22;12;11;13;4;4;2;3;1;2;4;4;1;3;2;1;1;2;1;1;2;1;1;3;1;-;2;-;-;-;1;-;-;1;2;669
"355510 TUPI PAULISTA";-;1;3;14;23;32;41;54;35;52;59;57;56;77;74;47;45;18;23;14;20;13;6;4;2;5;1;1;4;-;-;1;1;1;-;-;1;1;2;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;793
"355520 TURIUBA";-;-;-;-;-;1;-;-;-;-;1;-;1;5;6;8;12;7;21;29;14;2;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;116
"355530 TURMALINA";-;1;2;7;8;5;11;3;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"355535 UBARANA";-;-;-;1;3;1;2;4;2;12;7;5;8;2;3;8;23;12;10;3;6;3;4;3;3;-;1;1;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133
"355540 UBATUBA";-;1;2;1;3;5;2;4;2;4;4;6;1;4;6;5;2;4;1;1;1;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"355560 UCHOA";-;-;1;1;-;-;-;5;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;13
"355570 UNIAO PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355580 URANIA";-;2;1;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;1;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;7;-;27
"355600 URUPES";-;1;5;9;9;2;5;4;2;6;2;2;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;57
"355610 VALENTIM GENTIL";-;-;7;12;17;8;43;24;11;3;2;5;4;2;3;4;7;4;2;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163
"355620 VALINHOS";-;1;1;-;2;-;1;2;2;1;4;6;5;1;-;2;4;-;-;-;6;4;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;-;2;2;1;-;-;56
"355630 VALPARAISO";-;11;13;36;92;112;143;179;122;85;58;55;62;35;31;26;30;17;30;21;12;12;3;2;3;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;5;-;1201
"355640 VARGEM GRANDE DO SUL";-;2;1;2;1;-;1;6;2;6;10;3;5;16;7;19;26;15;15;14;16;6;7;3;-;1;3;1;2;-;1;-;1;-;1;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;198
"355645 VARGEM GRANDE PAULISTA";-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355650 VARZEA PAULISTA";-;-;-;-;-;2;-;3;-;1;1;3;-;-;-;1;1;1;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;-;-;-;-;2;-;1;-;-;25
"355660 VERA CRUZ";-;-;-;-;1;-;4;2;6;9;13;14;6;12;23;20;18;34;27;19;21;12;7;3;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;258
"355670 VINHEDO";-;1;-;1;2;1;-;1;4;-;1;3;1;-;-;1;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"355680 VIRADOURO";-;-;-;-;-;-;1;5;1;3;2;1;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"355690 VISTA ALEGRE DO ALTO";-;-;-;1;1;1;-;-;-;1;-;2;-;-;-;-;-;-;-;2;1;-;3;3;4;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"355695 VITORIA BRASIL";-;3;5;4;5;13;35;31;7;7;10;8;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;134
"355700 VOTORANTIM";-;-;-;-;1;1;2;6;5;6;12;15;11;22;4;7;8;10;6;9;4;6;1;11;2;2;2;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;159
"355710 VOTUPORANGA";-;344;486;738;930;910;1187;1115;756;686;519;410;178;148;100;71;72;61;57;32;22;22;14;22;10;23;22;7;14;14;16;16;15;11;5;7;14;7;12;7;4;15;5;4;2;7;3;7;9;2;4;6;105;6;9259
"355715 ZACARIAS";-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;1;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
"355720 CHAVANTES";-;-;-;-;-;-;-;1;1;-;-;-;-;3;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"355730 ESTIVA GERBI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"410010 ABATIA";-;1;-;-;-;-;1;1;1;-;-;1;-;-;1;-;3;-;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"410045 ALTAMIRA DO PARANA";-;-;-;-;-;-;-;-;-;1;1;6;11;5;4;15;6;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"410050 ALTONIA";-;6;21;42;91;137;203;152;69;50;24;40;144;81;103;29;2;-;17;26;26;10;5;-;6;2;3;3;2;1;-;1;-;1;1;1;-;-;1;-;-;1;-;-;-;1;1;-;-;1;1;1;7;-;1313
"410060 ALTO PARANA";-;10;43;102;193;191;224;247;164;111;85;78;43;38;37;27;19;8;2;4;5;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;1;-;1;-;-;1;1;1;-;5;-;1647
"410070 ALTO PIQUIRI";-;5;5;3;15;10;30;64;104;100;111;108;77;126;104;116;57;78;67;32;31;21;5;7;4;3;5;5;-;2;1;-;-;-;-;1;3;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1304
"410080 ALVORADA DO SUL";-;1;4;6;3;8;29;30;14;18;14;2;15;2;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149
"410090 AMAPORA";-;2;2;5;16;18;23;7;11;17;9;18;10;10;4;8;1;2;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;170
"410100 AMPERE";-;-;-;-;-;-;-;-;-;-;-;2;5;11;18;24;25;14;16;10;10;11;7;1;7;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165
"410105 ANAHY";-;-;-;-;3;5;4;15;22;23;20;21;5;5;7;2;4;2;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;146
"410110 ANDIRA";-;2;2;1;6;17;15;12;40;51;91;92;95;97;126;100;90;65;53;28;23;5;7;4;1;2;-;2;-;-;-;1;1;-;-;1;-;1;-;-;1;1;1;-;1;2;-;2;-;1;1;-;-;-;1041
"410115 ANGULO";-;6;5;13;13;9;14;8;-;5;5;1;1;1;2;4;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;98
"410120 ANTONINA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410140 APUCARANA";-;-;-;5;7;13;15;17;37;39;52;65;77;85;59;41;20;55;49;51;30;20;11;6;6;7;8;2;2;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;786
"410150 ARAPONGAS";-;-;-;2;7;2;4;16;14;8;27;22;13;30;34;26;23;34;11;17;9;3;4;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;312
"410160 ARAPOTI";-;-;-;-;-;-;-;-;2;4;2;3;-;1;1;4;3;1;4;4;5;1;3;1;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"410165 ARAPUA";-;-;1;1;3;-;-;-;3;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"410170 ARARUNA";-;-;-;-;2;2;4;12;7;8;17;6;6;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;71
"410180 ARAUCARIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410185 ARIRANHA DO IVAI";-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;6;1;1;2;11;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"410190 ASSAI";-;4;6;25;69;82;163;270;202;209;202;176;140;95;75;58;53;43;45;37;29;10;13;8;6;11;10;1;5;6;8;2;-;1;-;-;-;1;1;1;-;2;1;1;-;1;-;1;-;-;1;-;2;-;2076
"410200 ASSIS CHATEAUBRIAND";-;5;5;17;33;45;96;176;263;279;289;317;280;214;173;122;126;133;92;77;51;12;7;3;2;2;1;-;4;-;2;2;-;-;-;-;4;3;-;2;-;1;1;1;-;1;1;1;3;-;-;-;1;-;2847
"410210 ASTORGA";-;1;1;2;9;11;9;31;26;52;82;78;85;79;35;21;20;29;23;29;10;11;3;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;654
"410220 ATALAIA";-;6;6;30;33;25;62;61;39;49;55;19;6;5;5;10;10;5;5;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;435
"410240 BANDEIRANTES";-;21;47;107;213;321;557;708;519;527;516;375;184;98;81;55;49;11;32;15;13;10;3;3;1;2;-;-;-;1;-;-;-;-;-;-;1;2;2;2;1;-;-;1;-;1;2;-;-;2;1;1;3;-;4488
"410250 BARBOSA FERRAZ";-;44;46;58;114;101;189;301;162;134;95;35;27;29;6;8;12;9;17;9;11;13;6;3;1;7;3;2;3;2;2;1;-;1;-;-;-;-;-;-;3;1;1;-;-;2;-;-;-;-;-;-;5;-;1463
"410260 BARRACAO";-;-;-;-;-;-;1;-;-;1;1;-;-;8;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"410270 BARRA DO JACARE";-;-;1;-;-;-;-;3;2;2;3;3;2;3;4;2;5;5;2;1;3;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"410275 BELA VISTA DA CAROBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410280 BELA VISTA DO PARAISO";-;4;2;4;14;32;32;32;15;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139
"410300 BOA ESPERANCA";-;-;1;-;-;-;1;7;5;4;1;1;-;13;9;7;5;5;1;5;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"410304 BOA VENTURA DE SAO ROQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410305 BOA VISTA DA APARECIDA";-;-;-;-;-;-;-;-;-;-;1;1;3;3;3;-;1;-;1;-;4;1;1;-;6;-;4;-;-;-;3;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"410315 BOM JESUS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410320 BOM SUCESSO";-;-;-;-;-;-;-;-;1;-;4;2;12;17;25;20;18;14;15;16;9;4;4;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167
"410330 BORRAZOPOLIS";-;-;-;-;-;-;1;2;1;1;2;3;-;-;-;1;4;3;5;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"410335 BRAGANEY";-;14;16;22;19;20;28;20;9;18;31;15;6;5;4;2;5;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;241
"410337 BRASILANDIA DO SUL";-;1;-;4;3;3;14;19;13;23;20;14;10;7;4;4;9;4;4;4;6;5;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;178
"410340 CAFEARA";-;1;-;3;-;-;1;3;3;5;1;3;3;6;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"410345 CAFELANDIA";-;-;-;1;3;4;9;28;32;62;74;77;79;117;121;135;111;84;90;62;36;24;4;5;5;3;5;3;-;2;1;-;1;-;-;1;-;-;-;1;1;1;-;-;1;1;-;1;3;2;2;4;2;2;1200
"410347 CAFEZAL DO SUL";-;1;-;2;8;4;16;46;19;37;49;29;30;19;29;31;20;17;8;13;3;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;387
"410350 CALIFORNIA";-;-;-;-;-;-;-;-;-;-;-;2;-;3;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"410360 CAMBARA";-;-;-;1;1;3;1;9;7;16;28;31;38;25;44;33;42;37;39;38;25;11;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;434
"410370 CAMBE";-;6;28;43;80;121;189;393;345;398;560;642;667;593;485;464;399;306;202;224;151;81;54;31;33;40;16;20;28;9;4;2;-;-;-;2;-;1;1;2;1;5;2;2;4;1;1;1;-;1;1;1;2;1;6643
"410380 CAMBIRA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;2;3;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"410390 CAMPINA DA LAGOA";-;7;5;9;24;12;26;33;30;21;28;31;59;27;38;38;11;11;7;11;13;1;1;-;-;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;2;-;2;1;4;-;6;5;2;1;1;474
