DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2024
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"411100 ITAMBARACA";-;1;2;1;2;8;9;4;10;19;29;38;32;6;11;9;8;12;8;12;4;8;7;7;5;5;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;262
"411110 ITAMBE";58;62;46;28;30;47;26;21;28;23;20;23;20;16;19;20;12;8;11;10;2;3;2;3;1;-;2;3;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;548
"411120 ITAPEJARA D'OESTE";-;-;-;-;1;-;-;1;2;6;3;7;25;19;33;51;39;35;36;44;23;16;7;7;10;8;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;377
"411125 ITAPERUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411130 ITAUNA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"411140 IVAI";-;-;-;3;4;3;3;9;14;32;23;70;88;92;148;135;50;107;178;112;66;13;6;11;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;1185
"411150 IVAIPORA";223;322;467;411;257;206;149;108;103;79;74;71;35;48;28;18;15;15;21;15;7;3;1;4;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2684
"411155 IVATE";-;1;-;3;2;-;3;1;2;5;8;6;11;21;20;34;25;32;40;32;12;5;1;9;13;3;1;-;-;-;-;2;2;1;-;-;1;-;-;-;2;-;3;4;-;-;5;3;6;5;8;5;337
"411160 IVATUBA";-;-;1;-;1;3;3;9;7;6;6;7;5;14;10;14;10;9;18;21;12;2;6;5;1;5;-;2;3;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;185
"411170 JABOTI";-;-;1;1;3;10;11;7;20;21;17;20;32;57;77;54;39;36;41;12;5;2;2;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;474
"411180 JACAREZINHO";212;216;185;153;106;117;161;113;122;121;120;140;78;94;109;101;86;105;139;162;103;66;44;35;28;17;13;4;15;15;14;6;5;4;2;-;1;-;-;4;3;1;-;1;-;-;-;-;1;-;1;-;3023
"411190 JAGUAPITA";-;1;1;1;1;3;1;3;2;3;4;1;1;4;-;1;-;1;1;-;1;1;-;1;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;39
"411200 JAGUARIAIVA";-;-;-;1;1;2;4;1;3;3;5;6;11;14;37;33;45;81;114;143;142;90;73;51;58;29;18;7;8;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;985
"411210 JANDAIA DO SUL";96;118;172;135;190;168;119;178;158;84;136;72;74;86;98;52;34;29;27;23;23;23;9;2;1;1;3;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2116
"411220 JANIOPOLIS";1;-;2;15;14;17;43;58;92;172;175;149;97;71;48;61;39;51;37;35;25;9;3;7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1225
"411230 JAPIRA";-;-;-;-;1;-;-;-;-;-;1;1;6;11;16;25;30;27;21;27;33;10;8;7;3;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231
"411240 JAPURA";1;5;-;6;4;9;12;25;21;21;23;16;32;33;24;30;11;21;24;12;7;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;343
"411250 JARDIM ALEGRE";8;22;30;50;68;55;121;125;139;125;144;133;121;148;123;89;81;58;44;38;22;9;8;7;5;9;5;2;4;1;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1800
"411260 JARDIM OLINDA";1;-;-;1;-;-;-;-;-;3;3;-;2;2;4;3;5;2;4;12;6;5;-;2;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"411270 JATAIZINHO";-;-;1;-;1;1;-;11;6;10;9;16;10;18;14;26;28;16;35;42;30;28;9;14;7;6;4;6;1;2;1;-;-;-;-;-;2;2;-;-;2;-;-;1;-;3;2;1;1;2;1;2;371
"411275 JESUITAS";-;-;-;-;-;1;2;3;2;-;9;6;1;16;33;35;35;60;33;31;5;8;6;1;2;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;293
"411280 JOAQUIM TAVORA";1;-;1;1;2;14;3;14;15;12;14;19;29;16;2;4;4;1;3;1;1;-;1;-;1;1;7;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;170
"411290 JUNDIAI DO SUL";-;-;-;1;-;-;-;1;-;1;1;3;1;5;7;5;8;17;12;11;15;8;1;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101
"411295 JURANDA";21;38;64;49;61;85;121;113;110;107;109;94;58;40;39;24;17;20;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1181
"411300 JUSSARA";5;4;9;16;13;27;34;29;57;69;95;90;72;78;72;43;40;37;58;23;15;6;4;11;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;914
"411310 KALORE";4;9;18;12;23;18;31;22;27;39;34;45;30;33;26;18;14;8;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416
"411320 LAPA";-;-;1;-;1;-;1;-;2;2;1;5;9;11;9;17;11;28;18;27;9;8;4;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;171
"411325 LARANJAL";-;-;-;-;-;-;-;-;-;1;1;-;-;-;6;17;12;16;20;63;52;22;10;16;31;17;12;2;7;3;4;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;315
"411330 LARANJEIRAS DO SUL";1;1;2;5;2;7;22;23;24;54;107;138;140;233;197;217;212;343;420;370;192;127;45;65;44;20;9;4;2;2;2;3;-;2;-;-;-;1;-;-;1;-;2;2;1;1;1;-;-;-;-;-;3044
"411340 LEOPOLIS";-;1;-;-;1;2;4;10;20;25;78;80;89;105;86;99;90;71;63;43;15;10;6;4;4;3;3;2;2;3;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;923
"411342 LIDIANOPOLIS";23;21;39;47;56;50;65;40;32;40;36;41;35;24;19;27;13;14;14;11;4;1;1;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;658
"411345 LINDOESTE";46;80;78;111;82;79;82;66;69;44;26;48;32;51;51;16;14;5;7;2;3;-;2;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1001
"411350 LOANDA";5;6;5;13;11;11;13;11;20;21;36;32;33;29;30;34;39;71;60;52;50;23;13;23;11;8;7;2;6;1;4;-;2;-;-;1;-;6;-;1;-;2;2;1;4;4;1;8;7;26;23;32;800
"411360 LOBATO";-;-;-;-;-;1;2;-;-;-;-;-;2;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"411370 LONDRINA";275;352;424;521;555;867;1075;1222;1274;1399;1412;1629;1510;1712;1790;1767;1646;1615;1697;1592;1119;695;411;478;346;248;162;81;88;78;91;64;62;78;51;47;30;30;25;27;18;24;9;21;27;23;31;23;20;16;9;9;28775
"411373 LUIZIANA";144;184;277;201;149;159;139;90;92;83;62;50;22;28;1;2;2;-;2;24;10;9;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1731
"411375 LUNARDELLI";32;72;54;45;49;40;46;57;51;39;50;38;17;26;12;10;10;12;14;8;11;7;8;3;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;718
"411380 LUPIONOPOLIS";-;2;2;4;-;7;5;6;4;10;6;5;3;7;6;13;16;14;27;35;17;5;7;4;1;7;3;3;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;223
"411390 MALLET";-;-;1;-;-;-;-;-;2;1;1;-;-;-;4;3;3;2;8;4;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"411400 MAMBORE";1;3;7;10;11;6;6;22;29;31;50;64;53;43;47;44;54;42;82;20;3;1;1;8;7;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;648
"411410 MANDAGUACU";9;12;8;15;23;24;40;72;78;77;88;87;101;149;148;190;143;127;159;118;86;55;39;29;34;11;16;7;9;14;4;9;5;8;1;4;1;4;-;2;4;1;1;4;5;7;13;9;6;7;5;3;2071
"411420 MANDAGUARI";33;32;69;76;75;174;253;280;387;333;396;450;360;264;193;177;114;98;113;58;33;8;9;5;5;9;7;4;3;7;4;3;6;1;2;7;13;10;11;3;-;1;1;-;4;6;4;1;1;1;-;-;4104
"411430 MANDIRITUBA";-;-;-;-;-;1;-;1;-;2;1;1;6;5;1;1;3;4;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"411435 MANFRINOPOLIS";-;-;-;-;1;-;-;-;-;-;12;6;13;14;19;28;11;13;28;7;10;3;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169
"411440 MANGUEIRINHA";-;-;-;-;2;-;-;1;5;14;23;34;84;106;102;111;74;89;84;56;25;20;6;5;-;6;3;1;-;-;-;1;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;857
"411450 MANOEL RIBAS";-;1;2;13;22;25;33;46;56;88;135;131;154;156;124;108;83;106;95;90;39;30;15;9;7;4;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1576
"411460 MARECHAL CANDIDO RONDON";8;12;13;19;25;57;103;151;236;319;395;422;423;451;541;606;423;508;491;350;205;125;61;63;68;28;13;7;1;3;2;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;1;1;1;-;1;-;6137
"411470 MARIA HELENA";4;-;1;3;-;-;-;-;1;2;5;-;3;2;1;2;-;-;2;5;3;-;-;4;6;1;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;50
"411480 MARIALVA";7;14;14;22;32;59;97;140;167;213;274;341;309;346;279;254;204;170;157;104;66;30;30;23;9;10;5;6;1;3;1;1;2;1;-;2;5;-;1;-;-;1;1;1;-;2;-;-;-;1;1;-;3406
"411490 MARILANDIA DO SUL";1;3;6;-;13;20;42;64;83;62;91;102;113;145;129;123;62;70;86;57;26;10;8;6;1;1;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1328
"411500 MARILENA";1;-;-;-;-;1;3;7;3;4;4;4;3;2;6;1;2;2;4;4;3;9;2;5;6;1;-;-;2;4;4;3;1;2;2;4;5;2;1;3;1;-;6;-;-;-;1;3;6;7;12;4;150
"411510 MARILUZ";245;291;310;233;167;154;137;120;101;115;120;97;107;87;68;70;72;60;54;52;55;37;24;24;13;9;11;1;2;5;8;4;10;6;1;1;-;1;1;-;2;2;4;-;-;1;-;-;-;1;2;-;2885
"411520 MARINGA";152;189;289;420;514;666;854;1025;1025;1306;1493;1619;1491;1653;1624;1550;1258;1274;1104;817;627;348;277;302;247;152;118;75;74;79;72;55;28;17;12;16;16;14;21;12;10;5;4;4;3;1;-;1;1;1;-;-;22915
"411530 MARIOPOLIS";-;-;-;-;1;-;1;-;2;2;2;5;2;3;-;1;-;1;1;2;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"411535 MARIPA";3;4;4;7;13;31;57;85;99;114;109;103;102;98;50;55;39;34;25;28;14;5;5;6;4;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1099
"411540 MARMELEIRO";-;1;-;4;8;6;8;31;34;44;62;68;146;208;194;251;176;190;213;196;101;61;23;21;25;12;4;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2092
"411545 MARQUINHO";-;-;-;-;2;-;-;-;-;-;3;1;3;7;-;15;6;6;17;24;11;7;1;3;2;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111
"411550 MARUMBI";1;1;1;-;1;1;5;12;3;8;11;11;17;18;34;34;23;14;29;15;6;2;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;253
"411560 MATELANDIA";-;-;1;-;1;1;4;12;14;18;31;38;45;49;50;38;61;109;98;77;49;31;13;22;19;11;5;2;-;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;807
"411570 MATINHOS";5;12;7;16;16;31;106;158;214;189;218;244;195;269;227;163;208;136;110;100;75;42;28;31;38;17;14;6;1;1;2;3;5;4;2;6;1;1;-;-;-;2;-;-;1;-;-;2;2;-;-;-;2908
"411573 MATO RICO";-;-;-;-;-;-;-;1;-;-;-;1;14;9;12;30;19;31;23;26;15;15;3;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206
"411575 MAUA DA SERRA";3;2;13;27;25;21;43;54;60;108;138;175;175;147;168;128;80;96;61;16;6;-;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1552
"411580 MEDIANEIRA";3;3;3;10;14;16;30;39;59;133;199;286;266;287;304;333;352;296;329;238;114;83;49;45;50;40;12;10;5;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3612
"411585 MERCEDES";7;11;3;4;3;11;7;12;12;11;16;26;22;25;19;17;21;21;17;16;6;7;5;2;4;8;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;318
"411590 MIRADOR";5;5;6;8;3;9;3;2;1;2;10;21;11;16;9;23;9;3;2;4;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;159
"411600 MIRASELVA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"411605 MISSAL";-;4;2;2;5;9;17;12;5;3;1;1;9;3;5;1;3;5;1;2;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94
"411610 MOREIRA SALES";7;4;8;17;8;16;46;46;75;116;159;171;197;227;230;168;120;121;133;79;43;35;9;19;6;3;4;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2073
"411620 MORRETES";8;15;6;16;15;31;38;35;40;33;34;41;62;104;95;82;72;67;95;79;37;4;11;10;1;2;3;1;-;-;2;1;1;2;2;1;1;3;3;2;1;2;2;4;-;1;4;5;-;5;3;-;1082
"411630 MUNHOZ DE MELO";-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;1;2;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"411640 NOSSA SENHORA DAS GRACAS";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;7
"411650 NOVA ALIANCA DO IVAI";-;-;-;-;-;-;5;1;1;-;-;-;1;1;2;2;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"411660 NOVA AMERICA DA COLINA";-;3;4;5;23;26;64;48;54;50;43;57;35;41;44;46;34;28;23;18;16;7;7;3;4;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;690
"411670 NOVA AURORA";2;4;1;1;5;8;36;54;51;95;92;135;142;169;179;168;140;157;143;90;69;29;22;32;24;11;8;4;2;3;-;2;-;-;1;1;3;-;1;3;2;1;-;1;3;2;3;5;2;-;2;1;1909
"411680 NOVA CANTU";-;1;-;2;3;5;1;4;8;26;27;42;52;72;47;83;77;76;103;90;74;34;29;42;12;15;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;932
"411690 NOVA ESPERANCA";-;2;-;4;-;3;1;4;7;5;10;14;13;19;11;10;16;12;18;18;13;10;1;7;8;7;1;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;225
"411695 NOVA ESPERANCA DO SUDOESTE";-;-;5;2;2;4;37;56;53;98;172;193;157;187;115;129;64;61;48;35;15;5;2;2;6;-;-;-;-;-;-;1;6;2;2;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1463
"411700 NOVA FATIMA";-;-;-;-;-;1;1;1;5;10;9;14;12;14;5;9;13;27;38;47;37;21;14;11;19;14;3;2;2;4;3;4;2;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;345
"411705 NOVA LARANJEIRAS";-;-;1;4;2;3;14;24;19;27;-;-;2;-;2;-;3;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106
"411710 NOVA LONDRINA";1;2;1;3;2;1;7;9;13;4;7;6;13;8;11;6;16;4;7;2;1;2;5;2;-;5;4;1;-;1;1;1;-;-;1;-;1;-;-;-;-;1;-;-;1;1;2;-;1;3;3;1;161
"411720 NOVA OLIMPIA";2;4;2;-;-;1;1;5;-;13;7;12;13;17;8;22;19;12;33;27;16;2;1;4;6;4;2;1;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;1;1;2;4;3;7;257
"411721 NOVA SANTA BARBARA";-;-;-;-;1;1;1;-;1;2;14;10;5;11;9;11;32;40;29;56;23;18;7;4;7;1;7;4;3;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;300
"411722 NOVA SANTA ROSA";1;-;1;3;6;1;8;17;12;4;21;23;29;39;46;30;14;17;29;35;13;8;4;9;3;1;4;1;2;3;-;-;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;391
"411725 NOVA PRATA DO IGUACU";1;-;4;2;3;4;15;9;10;20;31;61;49;55;73;59;68;38;58;56;34;9;4;9;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;682
"411727 NOVA TEBAS";45;33;32;42;40;49;102;62;52;78;63;73;47;25;28;12;9;13;7;6;3;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;828
"411729 NOVO ITACOLOMI";-;2;6;6;13;11;24;30;21;20;44;63;57;52;45;51;32;32;41;33;20;10;1;2;2;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;623
"411730 ORTIGUEIRA";-;3;4;7;26;35;78;105;19;26;17;25;93;122;74;109;115;81;50;32;20;10;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1059
"411740 OURIZONA";-;-;1;-;1;-;-;-;8;4;10;11;8;9;9;14;10;10;10;10;4;5;1;2;1;1;1;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;2;1;1;-;-;138
"411745 OURO VERDE DO OESTE";1;-;-;1;-;3;1;10;6;20;26;40;19;28;57;38;18;23;42;30;14;8;5;10;3;5;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;411
"411750 PAICANDU";-;1;3;8;4;8;18;13;20;8;21;19;13;13;9;12;8;10;11;10;4;3;3;3;2;2;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230
"411760 PALMAS";-;-;-;-;-;-;-;-;-;-;-;2;1;1;3;1;1;1;3;5;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"411770 PALMEIRA";2;1;1;-;-;-;-;-;-;6;1;5;19;29;41;54;49;90;109;150;87;56;35;34;30;13;17;5;3;4;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;844
"411780 PALMITAL";-;1;-;-;2;2;-;7;5;44;17;13;25;42;61;92;34;43;58;19;8;19;22;21;18;8;3;1;-;4;-;-;-;-;-;-;-;1;7;5;-;-;-;-;1;-;3;-;-;1;3;1;591
"411790 PALOTINA";18;7;20;39;55;70;109;136;175;324;316;239;246;251;200;228;146;141;164;132;58;38;28;28;19;15;10;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3222
"411800 PARAISO DO NORTE";42;26;61;53;47;51;49;59;58;28;51;41;49;52;31;47;31;42;40;41;45;22;14;9;9;2;2;3;1;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;2;5;-;-;2;2;-;1022
"411810 PARANACITY";2;1;-;1;1;-;1;-;-;-;1;4;1;-;4;4;4;2;2;1;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;35
"411820 PARANAGUA";26;38;22;51;61;110;101;242;192;228;207;217;182;251;191;263;178;182;216;179;145;78;104;118;69;68;76;27;25;35;52;35;30;29;16;12;23;15;26;17;20;22;20;18;19;18;16;23;11;14;15;2;4335
"411830 PARANAPOEMA";9;9;4;12;4;6;9;6;1;-;4;7;-;-;2;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;77
"411840 PARANAVAI";170;271;370;371;423;461;388;371;264;269;196;197;173;165;120;108;77;67;61;71;29;20;16;21;11;16;6;1;2;-;2;-;-;1;-;-;2;3;7;1;1;2;2;1;1;4;4;3;3;3;1;5;4761
"411845 PATO BRAGADO";-;-;-;-;1;1;3;3;14;12;10;12;20;20;20;35;26;42;12;13;2;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250
"411850 PATO BRANCO";-;1;6;3;20;39;68;46;59;141;216;283;284;349;300;337;380;327;393;464;245;100;42;48;53;42;14;5;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;4283
"411860 PAULA FREITAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411870 PAULO FRONTIN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"411880 PEABIRU";100;115;141;138;132;116;88;82;57;47;60;37;36;24;21;18;15;1;7;5;1;1;-;5;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1254
"411885 PEROBAL";1;-;2;15;14;14;26;32;45;53;69;63;61;89;113;136;133;86;71;32;18;17;14;13;5;3;6;-;1;-;3;-;-;3;3;-;2;1;-;3;1;4;1;3;3;2;6;3;3;2;2;1;1178
"411890 PEROLA";1;-;1;-;6;7;12;16;11;15;38;48;58;59;81;67;57;53;65;47;32;17;6;9;7;2;2;2;2;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;726
"411900 PEROLA D'OESTE";-;-;-;3;8;7;18;25;35;71;96;132;153;184;162;174;101;87;90;55;22;9;1;11;7;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;1;1;-;-;-;-;-;-;-;1467
"411910 PIEN";-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411915 PINHAIS";-;1;1;7;3;12;21;50;59;75;75;85;125;134;143;144;116;130;239;256;117;87;39;49;37;26;10;1;-;-;-;1;-;1;-;2;1;-;-;2;-;-;1;-;2;-;1;-;-;-;-;-;2053
"411920 PINHALAO";-;-;-;-;-;-;-;1;3;5;3;28;38;29;40;49;21;22;30;30;18;16;7;2;4;1;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;351
"411925 PINHAL DE SAO BENTO";-;1;-;-;4;3;10;5;15;16;17;12;9;14;9;16;9;15;7;12;2;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179
"411930 PINHAO";-;1;-;1;-;2;2;2;1;-;2;1;5;5;2;9;9;9;12;16;11;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;101
